"","AdultHeadBodyLen_mm","AdultBodyMass_g","LitterSize","GR_Area_km2","ActivityCycle","TrophicLevel","HabitatBreadth","DietBreadth","Order","Family","Genus","Species"
"Chinchilla_chinchilla",305,499.99,2.5,492097.47,"other","herbivore","1","6","Rodentia","Chinchillidae","Chinchilla","chinchilla"
"Chinchilla_lanigera",305,480.28,1.87,36255.13,"other","herbivore","1","6","Rodentia","Chinchillidae","Chinchilla","lanigera"
"Chinchillula_sahamae",NA,169.74,NA,253693.91,"nocturnal","omnivore","1","3","Rodentia","Cricetidae","Chinchillula","sahamae"
"Chionomys_gud",NA,NA,5.83,110928.21,NA,NA,NA,NA,"Rodentia","Cricetidae","Chionomys","gud"
"Chionomys_nivalis",NA,42.01,3.42,777915.74,NA,NA,NA,NA,"Rodentia","Cricetidae","Chionomys","nivalis"
"Chionomys_roberti",NA,NA,1.94,90790.68,NA,NA,NA,NA,"Rodentia","Cricetidae","Chionomys","roberti"
"Chiroderma_doriae",NA,19.9,1,499911.44,NA,"herbivore","1","1","Chiroptera","Phyllostomidae","Chiroderma","doriae"
"Chiroderma_improvisum",NA,35.39,NA,1580.07,NA,"herbivore","1","1","Chiroptera","Phyllostomidae","Chiroderma","improvisum"
"Chiroderma_salvini",NA,26.3,0.99,3181262.57,NA,"herbivore","1","1","Chiroptera","Phyllostomidae","Chiroderma","salvini"
"Chiroderma_trinitatum",NA,13.91,0.98,9415792.03,NA,"herbivore","1","1","Chiroptera","Phyllostomidae","Chiroderma","trinitatum"
"Chiroderma_villosum",63.99,23.81,0.99,10366490.11,NA,"herbivore","1","1","Chiroptera","Phyllostomidae","Chiroderma","villosum"
"Chiromyscus_chiropus",NA,NA,NA,460796.22,NA,NA,NA,NA,"Rodentia","Muridae","Chiromyscus","chiropus"
"Chironax_melanocephalus",NA,17.7,0.98,427413.21,NA,"herbivore","1","1","Chiroptera","Pteropodidae","Chironax","melanocephalus"
"Chironectes_minimus",297.5,974.33,3.24,3719496.58,"nocturnal","omnivore","3","4","Didelphimorphia","Didelphidae","Chironectes","minimus"
"Chiropodomys_calamianensis",93.99,28.9,NA,12831.87,NA,NA,NA,NA,"Rodentia","Muridae","Chiropodomys","calamianensis"
"Chiropodomys_gliroides",NA,23.68,1.65,847918.53,NA,NA,NA,NA,"Rodentia","Muridae","Chiropodomys","gliroides"
"Chiropodomys_karlkoopmani",NA,NA,NA,4520.24,NA,NA,NA,NA,"Rodentia","Muridae","Chiropodomys","karlkoopmani"
"Chiropodomys_major",93.99,28.9,NA,55075.67,NA,NA,NA,NA,"Rodentia","Muridae","Chiropodomys","major"
"Chiropodomys_muroides",93.99,28.9,NA,1113.96,NA,NA,NA,NA,"Rodentia","Muridae","Chiropodomys","muroides"
"Chiropodomys_pusillus",93.99,28.9,NA,59722.74,NA,NA,NA,NA,"Rodentia","Muridae","Chiropodomys","pusillus"
"Chiropotes_albinasus",440,2793.21,1.01,660974.43,"diurnal","herbivore","1","3","Primates","Pitheciidae","Chiropotes","albinasus"
"Chiropotes_chiropotes",NA,NA,NA,NA,NA,NA,NA,NA,"Primates","Pitheciidae","Chiropotes","chiropotes"
"Chiropotes_israelita",NA,NA,NA,NA,NA,NA,NA,NA,"Primates","Pitheciidae","Chiropotes","israelita"
"Chiropotes_satanas",416.26,2967.27,1,NA,"diurnal","herbivore","1","3","Primates","Pitheciidae","Chiropotes","satanas"
"Chiropotes_utahickae",NA,NA,NA,NA,NA,NA,NA,NA,"Primates","Pitheciidae","Chiropotes","utahickae"
"Chiruromys_forbesi",144.23,105.15,2.68,49211.92,NA,NA,"2",NA,"Rodentia","Muridae","Chiruromys","forbesi"
"Chiruromys_lamia",112.63,47.2,2.15,33089.66,NA,NA,"2",NA,"Rodentia","Muridae","Chiruromys","lamia"
"Chiruromys_vates",109.79,45.46,1.07,51126.1,NA,NA,"2",NA,"Rodentia","Muridae","Chiruromys","vates"
"Chlamyphorus_truncatus",134.99,83.53,NA,404571.07,"other","omnivore","2","6","Cingulata","Dasypodidae","Chlamyphorus","truncatus"
"Chlorocebus_aethiops",560,3695.99,NA,994897.54,NA,NA,NA,NA,"Primates","Cercopithecidae","Chlorocebus","aethiops"
"Chlorocebus_cynosuros",NA,NA,NA,2692165.36,NA,NA,NA,NA,"Primates","Cercopithecidae","Chlorocebus","cynosuros"
"Chlorocebus_djamdjamensis",NA,NA,NA,9779.34,NA,NA,NA,NA,"Primates","Cercopithecidae","Chlorocebus","djamdjamensis"
"Chlorocebus_pygerythrus",NA,NA,NA,5187827.21,NA,NA,NA,NA,"Primates","Cercopithecidae","Chlorocebus","pygerythrus"
"Chlorocebus_sabaeus",NA,NA,NA,1390955.98,NA,NA,NA,NA,"Primates","Cercopithecidae","Chlorocebus","sabaeus"
"Chlorocebus_tantalus",NA,NA,NA,4097933.56,NA,NA,NA,NA,"Primates","Cercopithecidae","Chlorocebus","tantalus"
"Chlorotalpa_duthieae",100.34,NA,2,20651.08,NA,"carnivore",NA,"1","Afrosoricida","Chrysochloridae","Chlorotalpa","duthieae"
"Burramys_parvus",114.5,44.27,3.6,22142.85,"nocturnal","omnivore","2","5","Diprotodontia","Burramyidae","Burramys","parvus"
"Cabassous_centralis",415.89,3669.69,1,669685.02,"nocturnal","carnivore","2","1","Cingulata","Dasypodidae","Cabassous","centralis"
"Cabassous_chacoensis",NA,1490.01,NA,1693763.25,NA,"carnivore","1","1","Cingulata","Dasypodidae","Cabassous","chacoensis"
"Cabassous_tatouay",NA,5349.95,NA,4148382.28,NA,"carnivore","1","1","Cingulata","Dasypodidae","Cabassous","tatouay"
"Cabassous_unicinctus",453.64,3987.97,1,9346240.23,"nocturnal","carnivore","2","1","Cingulata","Dasypodidae","Cabassous","unicinctus"
"Cacajao_calvus",540.55,3421.04,1.01,103819.04,"diurnal","omnivore","1","4","Primates","Pitheciidae","Cacajao","calvus"
"Cacajao_melanocephalus",400,3121.58,NA,465904.63,"diurnal","omnivore","1","3","Primates","Pitheciidae","Cacajao","melanocephalus"
"Caenolestes_caniventer",121.79,40,2,10517.56,"other","omnivore","1","3","Paucituberculata","Caenolestidae","Caenolestes","caniventer"
"Caenolestes_condorensis",127.76,47.81,NA,1456.75,"other","carnivore","1","1","Paucituberculata","Caenolestidae","Caenolestes","condorensis"
"Caenolestes_convelatus",106.14,31.56,NA,12725.49,"other","carnivore","1","1","Paucituberculata","Caenolestidae","Caenolestes","convelatus"
"Caenolestes_fuliginosus",113.02,28.64,3.62,127434.1,"other","omnivore","1","4","Paucituberculata","Caenolestidae","Caenolestes","fuliginosus"
"Calcochloris_leucorhinus",NA,NA,NA,290660.2,NA,"carnivore",NA,"1","Afrosoricida","Chrysochloridae","Calcochloris","leucorhinus"
"Calcochloris_obtusirostris",100.84,24.05,2,209272.42,NA,"carnivore","1","1","Afrosoricida","Chrysochloridae","Calcochloris","obtusirostris"
"Calcochloris_tytonis",NA,NA,NA,47.65,NA,"carnivore",NA,"1","Afrosoricida","Chrysochloridae","Calcochloris","tytonis"
"Callicebus_baptista",NA,NA,NA,10656.1,NA,NA,NA,NA,"Primates","Pitheciidae","Callicebus","baptista"
"Callicebus_barbarabrownae",NA,NA,NA,167232.08,NA,NA,NA,NA,"Primates","Pitheciidae","Callicebus","barbarabrownae"
"Callicebus_bernhardi",NA,NA,NA,NA,NA,NA,NA,NA,"Primates","Pitheciidae","Callicebus","bernhardi"
"Callicebus_brunneus",NA,850.84,1.02,137589.11,"diurnal",NA,"1",NA,"Primates","Pitheciidae","Callicebus","brunneus"
"Callicebus_caligatus",NA,992.4,1.02,NA,"diurnal",NA,"1",NA,"Primates","Pitheciidae","Callicebus","caligatus"
"Callicebus_cinerascens",NA,992.4,1.02,113467.5,"diurnal",NA,"1",NA,"Primates","Pitheciidae","Callicebus","cinerascens"
"Callicebus_coimbrai",NA,NA,NA,12847.57,NA,NA,NA,NA,"Primates","Pitheciidae","Callicebus","coimbrai"
"Capra_nubiana",NA,47763.72,1,177986.79,NA,NA,NA,NA,"Artiodactyla","Bovidae","Capra","nubiana"
"Capra_pyrenaica",1200,60898.77,1.5,110472.5,NA,"herbivore",NA,"2","Artiodactyla","Bovidae","Capra","pyrenaica"
"Capra_sibirica",NA,130000,NA,2802214.24,NA,NA,NA,NA,"Artiodactyla","Bovidae","Capra","sibirica"
"Capra_walie",NA,100144.02,1,4294.5,NA,NA,"1",NA,"Artiodactyla","Bovidae","Capra","walie"
"Capreolus_capreolus",NA,22502.01,1.79,6777177.58,"other",NA,"1",NA,"Artiodactyla","Cervidae","Capreolus","capreolus"
"Capreolus_pygargus",1320,41371.03,2,9816965.75,"other",NA,"1",NA,"Artiodactyla","Cervidae","Capreolus","pygargus"
"Capricornis_crispus",NA,43030.64,1,113318.46,NA,NA,NA,NA,"Artiodactyla","Bovidae","Capricornis","crispus"
"Capricornis_milneedwardsii",NA,NA,NA,2334828.77,NA,NA,NA,NA,"Artiodactyla","Bovidae","Capricornis","milneedwardsii"
"Capricornis_rubidus",NA,NA,NA,21552.31,NA,NA,NA,NA,"Artiodactyla","Bovidae","Capricornis","rubidus"
"Capricornis_sumatraensis",1449.99,110942.22,1.22,237174.87,NA,"herbivore",NA,"2","Artiodactyla","Bovidae","Capricornis","sumatraensis"
"Capricornis_swinhoei",NA,NA,NA,11915.86,NA,NA,NA,NA,"Artiodactyla","Bovidae","Capricornis","swinhoei"
"Capricornis_thar",NA,NA,NA,272208.21,NA,NA,NA,NA,"Artiodactyla","Bovidae","Capricornis","thar"
"Caprolagus_hispidus",460.23,2496.99,3.46,44515.42,"nocturnal","herbivore","2","3","Lagomorpha","Leporidae","Caprolagus","hispidus"
"Capromys_gundlachianus",NA,NA,NA,NA,NA,NA,NA,NA,"Rodentia","Capromyidae","Capromys","gundlachianus"
"Capromys_pilorides",NA,5200,2,109410.88,NA,"omnivore","1","3","Rodentia","Capromyidae","Capromys","pilorides"
"Caracal_caracal",739.28,11964.38,2.3,26609096.78,"nocturnal","carnivore","1","1","Carnivora","Felidae","Caracal","caracal"
"Cardiocranius_paradoxus",NA,NA,NA,1329093.59,"nocturnal",NA,"1",NA,"Rodentia","Dipodidae","Cardiocranius","paradoxus"
"Cardioderma_cor",NA,26.45,1,2892359.62,NA,"carnivore","1","2","Chiroptera","Megadermatidae","Cardioderma","cor"
"Carollia_brevicauda",NA,14.85,0.98,11615943.22,NA,"herbivore","1","1","Chiroptera","Phyllostomidae","Carollia","brevicauda"
"Carollia_castanea",NA,13.1,0.99,4881458.89,NA,"herbivore","1","1","Chiroptera","Phyllostomidae","Carollia","castanea"
"Carollia_colombiana",NA,NA,NA,393.22,NA,NA,NA,NA,"Chiroptera","Phyllostomidae","Carollia","colombiana"
"Carollia_perspicillata",59.99,19.23,1,14098730.57,"nocturnal","omnivore","1","3","Chiroptera","Phyllostomidae","Carollia","perspicillata"
"Carollia_sowelli",NA,NA,NA,NA,NA,NA,NA,NA,"Chiroptera","Phyllostomidae","Carollia","sowelli"
"Carollia_subrufa",NA,15.84,0.98,330694.77,NA,"herbivore","1","1","Chiroptera","Phyllostomidae","Carollia","subrufa"
"Carpitalpa_arendsi",123.77,52.34,NA,40698.67,NA,"carnivore","1","1","Afrosoricida","Chrysochloridae","Carpitalpa","arendsi"
"Carpomys_melanurus",200,NA,NA,404.03,NA,NA,NA,NA,"Rodentia","Muridae","Carpomys","melanurus"
"Carpomys_phaeurus",185,NA,NA,230.12,NA,NA,NA,NA,"Rodentia","Muridae","Carpomys","phaeurus"
"Carterodon_sulcidens",NA,113.8,NA,456431.68,NA,NA,"2",NA,"Rodentia","Echimyidae","Carterodon","sulcidens"
"Caryomys_eva",NA,NA,NA,554001.65,NA,NA,NA,NA,"Rodentia","Cricetidae","Caryomys","eva"
"Caryomys_inez",NA,NA,1.94,383954.03,NA,NA,NA,NA,"Rodentia","Cricetidae","Caryomys","inez"
"Casinycteris_argynnis",NA,28.28,0.98,1040595.8,NA,"herbivore","1","1","Chiroptera","Pteropodidae","Casinycteris","argynnis"
"Castor_canadensis",754.74,18124.41,3.6,15377760.47,"other","herbivore","3","3","Rodentia","Castoridae","Castor","canadensis"
"Castor_fiber",NA,19000,2.95,2929213.57,NA,"herbivore",NA,"1","Rodentia","Castoridae","Castor","fiber"
"Catagonus_wagneri",1025.93,35566.4,2.47,329880.88,"diurnal","omnivore","1","6","Artiodactyla","Tayassuidae","Catagonus","wagneri"
"Catopuma_badia",548.4,3429.52,NA,261512.24,NA,NA,"1",NA,"Carnivora","Felidae","Catopuma","badia"
"Catopuma_temminckii",887.35,7726.46,1.5,3437288.13,NA,"carnivore","1","1","Carnivora","Felidae","Catopuma","temminckii"
"Cavia_aperea",NA,524.38,2.14,6171299.51,"other","herbivore","2","1","Rodentia","Caviidae","Cavia","aperea"
"Cavia_fulgida",NA,282.5,1.34,293803.2,NA,NA,"1",NA,"Rodentia","Caviidae","Cavia","fulgida"
"Cavia_intermedia",NA,NA,NA,NA,NA,NA,NA,NA,"Rodentia","Caviidae","Cavia","intermedia"
"Cavia_magna",NA,459.99,NA,178490.87,NA,NA,"1",NA,"Rodentia","Caviidae","Cavia","magna"
"Cavia_porcellus",NA,727.99,3.45,NA,NA,NA,"1",NA,"Rodentia","Caviidae","Cavia","porcellus"
"Cavia_tschudii",NA,1000,1.9,1337430.45,NA,NA,"2",NA,"Rodentia","Caviidae","Cavia","tschudii"
"Cebus_albifrons",384.28,2509.68,1.01,3105886.13,"diurnal","omnivore","2","5","Primates","Cebidae","Cebus","albifrons"
"Cebus_apella",422.69,2758.38,1.05,10768851.82,"diurnal","omnivore","2","6","Primates","Cebidae","Cebus","apella"
"Cebus_capucinus",377.82,3005.99,1.01,431037.87,"diurnal","omnivore","2","4","Primates","Cebidae","Cebus","capucinus"
"Cebus_kaapori",NA,3000,NA,83826.99,"diurnal",NA,NA,NA,"Primates","Cebidae","Cebus","kaapori"
"Cebus_libidinosus",NA,NA,NA,500245.27,NA,NA,NA,NA,"Primates","Cebidae","Cebus","libidinosus"
"Cebus_nigritus",435,NA,1,449987.63,NA,"omnivore","2","4","Primates","Cebidae","Cebus","nigritus"
"Cebus_olivaceus",404.1,2787.64,1.01,1484240.05,"diurnal","omnivore","2","4","Primates","Cebidae","Cebus","olivaceus"
"Cebus_xanthosternos",NA,NA,NA,62866.63,"diurnal",NA,NA,NA,"Primates","Cebidae","Cebus","xanthosternos"
"Centronycteris_centralis",NA,NA,NA,1484754.75,NA,NA,NA,NA,"Chiroptera","Emballonuridae","Centronycteris","centralis"
"Centronycteris_maximiliani",NA,23,0.98,5567605.79,"nocturnal","carnivore","1","1","Chiroptera","Emballonuridae","Centronycteris","maximiliani"
"Centurio_senex",NA,23.09,0.99,2107462.67,NA,"herbivore","1","1","Chiroptera","Phyllostomidae","Centurio","senex"
"Cephalophus_adersi",690,9249.95,1,3824.3,NA,"herbivore","1","4","Artiodactyla","Bovidae","Cephalophus","adersi"
"Cephalophus_brookei",NA,NA,NA,356101.47,NA,NA,NA,NA,"Artiodactyla","Bovidae","Cephalophus","brookei"
"Cephalophus_callipygus",1014.28,19079.23,NA,788397.64,"diurnal","herbivore","1","3","Artiodactyla","Bovidae","Cephalophus","callipygus"
"Crocidura_horsfieldii",63.88,5.47,3.14,65979.11,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","horsfieldii"
"Crocidura_hutanis",NA,NA,NA,NA,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","hutanis"
"Crocidura_ichnusae",NA,NA,NA,93.15,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","ichnusae"
"Crocidura_indochinensis",NA,NA,NA,NA,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","indochinensis"
"Crocidura_jacksoni",NA,7,3.49,697794,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","jacksoni"
"Crocidura_jenkinsi",NA,NA,NA,4526.74,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","jenkinsi"
"Crocidura_jouvenetae",NA,9.79,NA,NA,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","jouvenetae"
"Crocidura_katinka",NA,NA,NA,NA,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","katinka"
"Crocidura_kivuana",NA,NA,1.66,3261.48,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","kivuana"
"Crocidura_lamottei",NA,NA,NA,1171395.91,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","lamottei"
"Crocidura_lanosa",NA,NA,3.29,31734.51,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","lanosa"
"Crocidura_lasiura",NA,NA,NA,1022046.31,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","lasiura"
"Crocidura_latona",NA,NA,NA,84664.72,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","latona"
"Crocidura_lea",NA,NA,NA,67923.05,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","lea"
"Crocidura_lepidura",NA,NA,NA,NA,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","lepidura"
"Crocidura_leucodon",NA,10.88,3.36,4156437.01,NA,"omnivore","1","3","Soricomorpha","Soricidae","Crocidura","leucodon"
"Crocidura_levicula",NA,NA,NA,18810.7,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","levicula"
"Crocidura_littoralis",NA,18.61,2.99,411448.77,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","littoralis"
"Crocidura_longipes",NA,19.3,NA,1301.98,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","longipes"
"Crocidura_lucina",NA,NA,NA,10061.72,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","lucina"
"Crocidura_ludia",NA,5.15,NA,291396.08,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","ludia"
"Crocidura_luna",NA,13.83,1.99,1790648.51,"other","carnivore",NA,"1","Soricomorpha","Soricidae","Crocidura","luna"
"Crocidura_lusitania",30.99,2.48,NA,5756295.07,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","lusitania"
"Crocidura_macarthuri",NA,NA,NA,437723.95,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","macarthuri"
"Crocidura_macmillani",NA,NA,NA,38.85,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","macmillani"
"Crocidura_macowi",NA,NA,NA,36.99,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","macowi"
"Crocidura_malayana",NA,NA,NA,NA,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","malayana"
"Crocidura_manengubae",NA,NA,NA,128796.09,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","manengubae"
"Crocidura_maquassiensis",NA,5.99,NA,494580.6,NA,"carnivore",NA,"1","Soricomorpha","Soricidae","Crocidura","maquassiensis"
"Crocidura_mariquensis",NA,10.35,3.94,3352832.94,"other","carnivore","1","1","Soricomorpha","Soricidae","Crocidura","mariquensis"
"Crocidura_maurisca",NA,14,NA,19556.07,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","maurisca"
"Crocidura_maxi",NA,NA,NA,152372.76,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","maxi"
"Crocidura_mindorus",NA,NA,NA,836.7,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","mindorus"
"Crocidura_miya",NA,NA,NA,7582.81,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","miya"
"Crocidura_monax",NA,16,NA,196976.45,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","monax"
"Crocidura_monticola",NA,NA,NA,619894.3,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","monticola"
"Crocidura_montis",NA,14.49,NA,86115.53,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","montis"
"Crocidura_muricauda",NA,NA,NA,519293.43,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","muricauda"
"Crocidura_musseri",NA,NA,NA,NA,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","musseri"
"Crocidura_mutesae",NA,23.91,NA,46052.61,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","mutesae"
"Crocidura_nana",NA,NA,NA,241737.48,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","nana"
"Crocidura_nanilla",NA,6.5,NA,4262855.73,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","nanilla"
"Crocidura_negligens",NA,NA,NA,NA,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","negligens"
"Crocidura_negrina",NA,11.33,NA,12874.45,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","negrina"
"Crocidura_nicobarica",100,NA,3,973.63,NA,"carnivore",NA,"2","Soricomorpha","Soricidae","Crocidura","nicobarica"
"Crocidura_nigeriae",NA,23,NA,184841.83,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","nigeriae"
"Crocidura_nigricans",NA,20,3.99,76023.56,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","nigricans"
"Crocidura_nigripes",NA,NA,NA,73630.86,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","nigripes"
"Crocidura_nigrofusca",NA,11.75,2.49,3763137.8,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","nigrofusca"
"Crocidura_nimbae",NA,NA,NA,200.78,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","nimbae"
"Crocidura_niobe",NA,16,2.99,50103.11,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","niobe"
"Crocidura_obscurior",NA,NA,NA,324332.89,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","obscurior"
"Chalinolobus_nigrogriseus",NA,8.79,NA,1435584.1,NA,NA,"1",NA,"Chiroptera","Vespertilionidae","Chalinolobus","nigrogriseus"
"Chalinolobus_picatus",NA,NA,2,1033460.02,NA,NA,"1",NA,"Chiroptera","Vespertilionidae","Chalinolobus","picatus"
"Chalinolobus_tuberculatus",NA,NA,0.98,174975.16,"other","carnivore","1","1","Chiroptera","Vespertilionidae","Chalinolobus","tuberculatus"
"Cheirogaleus_adipicaudatus",NA,NA,NA,40707.46,NA,NA,NA,NA,"Primates","Cheirogaleidae","Cheirogaleus","adipicaudatus"
"Cheirogaleus_crossleyi",NA,NA,NA,47826.13,NA,NA,NA,NA,"Primates","Cheirogaleidae","Cheirogaleus","crossleyi"
"Cheirogaleus_major",225,446.02,2.26,112950.33,"nocturnal","omnivore","1","5","Primates","Cheirogaleidae","Cheirogaleus","major"
"Cheirogaleus_medius",225,196.76,2.04,122848.88,"nocturnal","omnivore","1","5","Primates","Cheirogaleidae","Cheirogaleus","medius"
"Cheirogaleus_minusculus",NA,NA,NA,805.63,NA,NA,NA,NA,"Primates","Cheirogaleidae","Cheirogaleus","minusculus"
"Cheirogaleus_ravus",NA,NA,NA,2240.1,NA,NA,NA,NA,"Primates","Cheirogaleidae","Cheirogaleus","ravus"
"Cheirogaleus_sibreei",NA,NA,NA,12712.93,NA,NA,NA,NA,"Primates","Cheirogaleidae","Cheirogaleus","sibreei"
"Chlorotalpa_sclateri",100,38.3,2,352293.84,NA,"carnivore",NA,"1","Afrosoricida","Chrysochloridae","Chlorotalpa","sclateri"
"Chodsigoa_caovansunga",NA,NA,NA,NA,NA,NA,NA,NA,"Soricomorpha","Soricidae","Chodsigoa","caovansunga"
"Chodsigoa_hypsibia",NA,NA,NA,446123.84,NA,NA,NA,NA,"Soricomorpha","Soricidae","Chodsigoa","hypsibia"
"Chodsigoa_lamula",NA,NA,NA,271133.8,NA,NA,NA,NA,"Soricomorpha","Soricidae","Chodsigoa","lamula"
"Chodsigoa_parca",70,NA,NA,588971.44,NA,NA,NA,NA,"Soricomorpha","Soricidae","Chodsigoa","parca"
"Chodsigoa_parva",NA,NA,NA,NA,NA,NA,NA,NA,"Soricomorpha","Soricidae","Chodsigoa","parva"
"Chodsigoa_salenskii",NA,5.49,NA,424.87,NA,NA,NA,NA,"Soricomorpha","Soricidae","Chodsigoa","salenskii"
"Chodsigoa_smithii",84,NA,NA,307217.96,NA,NA,NA,NA,"Soricomorpha","Soricidae","Chodsigoa","smithii"
"Chodsigoa_sodalis",NA,NA,NA,NA,NA,NA,NA,NA,"Soricomorpha","Soricidae","Chodsigoa","sodalis"
"Choeroniscus_godmani",NA,7.9,0.98,2763301.06,NA,"omnivore","1","3","Chiroptera","Phyllostomidae","Choeroniscus","godmani"
"Choeroniscus_minor",NA,8.63,0.98,6447650.32,NA,"omnivore","1","2","Chiroptera","Phyllostomidae","Choeroniscus","minor"
"Choeroniscus_periosus",NA,NA,NA,250151.45,NA,NA,"1",NA,"Chiroptera","Phyllostomidae","Choeroniscus","periosus"
"Choeronycteris_mexicana",66,17.26,0.99,1786274.52,NA,"omnivore","1","3","Chiroptera","Phyllostomidae","Choeronycteris","mexicana"
"Choloepus_didactylus",688.96,6646.5,1,3900958.92,"other","omnivore","2","3","Pilosa","Megalonychidae","Choloepus","didactylus"
"Choloepus_hoffmanni",NA,5893.5,1,997078.52,"other","herbivore","2","3","Pilosa","Megalonychidae","Choloepus","hoffmanni"
"Chrotogale_owstoni",570.29,3267.71,NA,27879.9,"other","omnivore","1","6","Carnivora","Viverridae","Chrotogale","owstoni"
"Chrotomys_gonzalesi",172.99,140.2,NA,323.24,NA,"carnivore",NA,"1","Rodentia","Muridae","Chrotomys","gonzalesi"
"Chrotomys_mindorensis",172.99,151.98,NA,115585.39,NA,NA,NA,NA,"Rodentia","Muridae","Chrotomys","mindorensis"
"Chrotomys_silaceus",195,NA,NA,749.26,NA,NA,NA,NA,"Rodentia","Muridae","Chrotomys","silaceus"
"Chrotomys_whiteheadi",172.99,151.98,NA,696.7,NA,NA,NA,NA,"Rodentia","Muridae","Chrotomys","whiteheadi"
"Chrotopterus_auritus",103,78.26,0.99,9155053.99,NA,"omnivore","1","3","Chiroptera","Phyllostomidae","Chrotopterus","auritus"
"Chrysochloris_asiatica",106.5,37.16,3.49,145686.02,"other","carnivore","2","2","Afrosoricida","Chrysochloridae","Chrysochloris","asiatica"
"Chrysochloris_stuhlmanni",129.14,55.76,0.96,252891.64,"nocturnal","carnivore","1","1","Afrosoricida","Chrysochloridae","Chrysochloris","stuhlmanni"
